place_guess,latitude,longitude,positional_accuracy,place_town_name,place_county_name,place_state_name,species_guess,scientific_name
"Kelley St, Harrisonburg, VA, US",38.4526835801,-78.8535840624,8,,Harrisonburg,Virginia,Spotted Lanternfly,Lycorma delicatula
"Rosser Ave, Waynesboro, VA, US",38.0632666466,-78.935795303,22,,Waynesboro,Virginia,Spotted Lanternfly,Lycorma delicatula
"Village Center Plaza, Aldie, VA, US",38.9393456364,-77.5478234082,4,,Loudoun,Virginia,Spotted Lanternfly,Lycorma delicatula
"Fulton Pl, Reston, VA, US",38.9489254296,-77.3587622483,9,,Fairfax,Virginia,Spotted Lanternfly,Lycorma delicatula
"Herndon, VA 20191, USA",38.9515926793,-77.3733422781,9,,Fairfax,Virginia,Spotted Lanternfly,Lycorma delicatula
"Harrisonburg County, US-VA, US",38.4376319516,-78.884196319,45,,Harrisonburg,Virginia,Spotted Lanternfly,Lycorma delicatula
"Harrisonburg County, US-VA, US",38.4361707619,-78.886472269,65,,Harrisonburg,Virginia,Spotted Lanternfly,Lycorma delicatula
"Bull Run Golf Club, Haymarket, VA, US",38.8792416667,-77.6372083333,4,,Prince William,Virginia,Spotted Lanternfly,Lycorma delicatula
"Andrew Dr, Manassas Park, VA, US",38.7604,-77.4366083333,11,,Manassas Park,Virginia,Spotted Lanternfly,Lycorma delicatula
"US-50 E, Fairfax, VA, US",38.86617,-77.361145,13,,Fairfax,Virginia,Spotted Lanternfly,Lycorma delicatula
"Shenandoah National Park, Grottoes, VA, US",38.219895,-78.7404783333,41,,Rockingham,Virginia,Spotted Lanternfly,Lycorma delicatula
"Goose Point Ln, Fishersville, VA, US",38.0982583333,-78.9962,21,,Augusta,Virginia,Spotted Lanternfly,Lycorma delicatula
"Liberia Ave, Manassas, VA, US",38.7419392225,-77.4496874444,4,,Prince William,Virginia,Spotted Lanternfly,Lycorma delicatula
"Goose Point Ln, Fishersville, VA, US",38.0981305,-78.99643,4,,Augusta,Virginia,Spotted Lanternfly,Lycorma delicatula
"Baish Dr SE, Leesburg, VA, US",39.0980080251,-77.5571137338,17668,,Loudoun,Virginia,Spotted Lanternfly,Lycorma delicatula
"Stone Ridge, VA 20105, USA",38.94371081,-77.59051294,9,,Loudoun,Virginia,Spotted Lanternfly,Lycorma delicatula
"Virginia, US",38.7982626903,-77.349435271,9,,Fairfax,Virginia,Spotted Lanternfly,Lycorma delicatula
"National Air and Space Museum Steven F. Udvar-Hazy Center, Chantilly, VA, US",38.9114283333,-77.4433883333,35,,Fairfax,Virginia,Spotted Lanternfly,Lycorma delicatula
"Fairview Rd, Woodstock, VA, US",38.8981454892,-78.5184193421,375,,Shenandoah,Virginia,Spotted Lanternfly,Lycorma delicatula
"Page County, VA, USA",38.4968722222,-78.4700555556,5,,Page,Virginia,Spotted Lanternfly,Lycorma delicatula
"Graves Mill Rd, Madison, VA, US",38.3590419,-78.34895265,101,,Madison,Virginia,Spotted Lanternfly,Lycorma delicatula
"Compass Creek Pkwy, Leesburg, VA, US",39.0807810341,-77.5624816073,52,,Loudoun,Virginia,Spotted Lanternfly,Lycorma delicatula
"Miller Dr SE, Leesburg, VA, US",39.0828833967,-77.5547218346,91,,Loudoun,Virginia,Spotted Lanternfly,Lycorma delicatula
"Centreville, VA, USA",38.8523695415,-77.4632571638,8,,Fairfax,Virginia,Spotted Lanternfly,Lycorma delicatula
"Virginia, US",38.0961371929,-78.4656147681,8,,Charlottesville City,Virginia,Spotted Lanternfly,Lycorma delicatula
"University, VA 22903, USA",38.02718628,-78.71473611,6,,Albemarle,Virginia,Spotted Lanternfly,Lycorma delicatula
"Centreville, VA 20121, USA",38.8329794,-77.436681,29,,Fairfax,Virginia,Spotted Lanternfly,Lycorma delicatula
"2033 Meyers Wy, Crozet, VA 22932, USA",38.0671424,-78.6910809,190,,Albemarle,Virginia,Spotted Lanternfly,Lycorma delicatula
"Colorado SB at King, Salem, VA 24153, USA",37.2753482,-80.0542269997,,,Salem,Virginia,Spotted Lanternfly,Lycorma delicatula
"Charles Town Pike, Hillsboro, VA, US",39.198145,-77.7208116667,43,,Loudoun,Virginia,Spotted Lanternfly,Lycorma delicatula
"Rockfish Gap Tpke, Crozet, VA, US",38.0472695592,-78.7073841533,9,,Albemarle,Virginia,Spotted Lanternfly,Lycorma delicatula
"Harrisonburg County, US-VA, US",38.4390063464,-78.8834930317,65,,Harrisonburg,Virginia,Spotted Lanternfly,Lycorma delicatula
"Carilion Roanoke Memorial Hospital, Roanoke, VA, US",37.2512129728,-79.9421130637,35,,Roanoke city,Virginia,Spotted Lanternfly,Lycorma delicatula
"Port Republic Rd, Harrisonburg, VA, US",38.426997196,-78.8747151756,10,,Harrisonburg,Virginia,Spotted Lanternfly,Lycorma delicatula
"Appomattox, VA 24522, USA",37.3570880619,-78.8252912834,2195,,Appomattox,Virginia,Spotted Lanternfly,Lycorma delicatula
"Sutton Rd, Verona, VA, US",38.19502,-79.01044445,35,,Augusta,Virginia,Spotted Lanternfly,Lycorma delicatula
"Fairview Park Dr, Falls Church, VA, US",38.86247,-77.21637,37,,Fairfax,Virginia,Spotted Lanternfly,Lycorma delicatula
"Fair Lakes, Fairfax, VA, US",38.8547379965,-77.3956130762,38,,Fairfax,Virginia,Spotted Lanternfly,Lycorma delicatula
"Centra Virginia Baptist Hospital, Lynchburg, VA, US",37.4385596379,-79.1859014159,12287,,Lynchburg,Virginia,Spotted Lanternfly,Lycorma delicatula
"Marmion Dr, Herndon, VA, US",39.0030863285,-77.3544695211,5,,Fairfax,Virginia,Spotted Lanternfly,Lycorma delicatula
"University of Virginia, Charlottesville, VA, US",38.0308675638,-78.5014559588,35,,Charlottesville City,Virginia,Spotted Lanternfly,Lycorma delicatula
"Oak Hill, VA 20171, USA",38.9345694444,-77.4287694444,,,Fairfax,Virginia,Spotted Lanternfly,Lycorma delicatula
"Virginia, US",38.9365548169,-77.488939487,1,,Fairfax,Virginia,Spotted Lanternfly,Lycorma delicatula
"Evelyn Byrd Ave, Harrisonburg, VA, US",38.4316833333,-78.848755,20,,Harrisonburg,Virginia,Spotted Lanternfly,Lycorma delicatula
"Evelyn Byrd Ave, Harrisonburg, VA, US",38.4317666667,-78.8484633333,8,,Harrisonburg,Virginia,Spotted Lanternfly,Lycorma delicatula
"Evelyn Byrd Ave, Harrisonburg, VA, US",38.4317383333,-78.84842,6,,Harrisonburg,Virginia,Spotted Lanternfly,Lycorma delicatula
"Evelyn Byrd Ave, Harrisonburg, VA, US",38.4318866667,-78.84832,11,,Harrisonburg,Virginia,Spotted Lanternfly,Lycorma delicatula
"Evelyn Byrd Ave, Harrisonburg, VA, US",38.4318866667,-78.8483116667,12,,Harrisonburg,Virginia,Spotted Lanternfly,Lycorma delicatula
"Evelyn Byrd Ave, Harrisonburg, VA, US",38.4318883333,-78.848275,17,,Harrisonburg,Virginia,Spotted Lanternfly,Lycorma delicatula
"Evelyn Byrd Ave, Harrisonburg, VA, US",38.4318616667,-78.8482883333,35,,Harrisonburg,Virginia,Spotted Lanternfly,Lycorma delicatula
"Evelyn Byrd Ave, Harrisonburg, VA, US",38.431995,-78.84755,5,,Harrisonburg,Virginia,Spotted Lanternfly,Lycorma delicatula
"E Market St, Harrisonburg, VA, US",38.432295,-78.84748,10,,Harrisonburg,Virginia,Spotted Lanternfly,Lycorma delicatula
"Evelyn Byrd Ave, Harrisonburg, VA, US",38.432155,-78.8484116667,35,,Harrisonburg,Virginia,Spotted Lanternfly,Lycorma delicatula
"Evelyn Byrd Ave, Harrisonburg, VA, US",38.4316333333,-78.84887,33,,Harrisonburg,Virginia,Spotted Lanternfly,Lycorma delicatula
"Evelyn Byrd Ave, Harrisonburg, VA, US",38.4316833333,-78.8488616667,46,,Harrisonburg,Virginia,Spotted Lanternfly,Lycorma delicatula
"Oak Hill, VA 20171, USA",38.9420380426,-77.4254125357,36,,Fairfax,Virginia,Spotted Lanternfly,Lycorma delicatula
"Arlington Blvd, Arlington, VA, US",38.89263153,-77.06935119,1414,,Arlington,Virginia,Spotted Lanternfly,Lycorma delicatula
"Laurel St, Culpeper, VA, US",38.44787512,-78.0040449056,4,,Culpeper,Virginia,Spotted Lanternfly,Lycorma delicatula
Toms Brook,38.965839386,-78.4390411377,16,,Shenandoah,Virginia,Spotted Lanternfly,Lycorma delicatula
Harrisonburg,38.3935546875,-78.8208694458,28,,Rockingham,Virginia,Spotted Lanternfly,Lycorma delicatula
"Capital One Dr, McLean, VA, US",38.9263383333,-77.2120883333,40,,Fairfax,Virginia,Spotted Lanternfly,Lycorma delicatula
"Capital Beltway S, McLean, VA, US",38.930805,-77.213745,2603,,Fairfax,Virginia,Spotted Lanternfly,Lycorma delicatula
"Burgess Rd, Harrisonburg, VA, US",38.4321283333,-78.8498083333,40,,Harrisonburg,Virginia,Spotted Lanternfly,Lycorma delicatula
"Evelyn Byrd Ave, Harrisonburg, VA, US",38.4317716667,-78.8483633333,43,,Harrisonburg,Virginia,Spotted Lanternfly,Lycorma delicatula
"Evelyn Byrd Ave, Harrisonburg, VA, US",38.4317466667,-78.8488466667,41,,Harrisonburg,Virginia,Spotted Lanternfly,Lycorma delicatula
"Virginia, US",38.8078460156,-77.3520025755,24,,Fairfax,Virginia,Spotted Lanternfly,Lycorma delicatula
"Alston St, Crozet, VA, US",38.0711055,-78.706245,4,,Albemarle,Virginia,Spotted Lanternfly,Lycorma delicatula
"George Washington & Jefferson National Forests, Luray, VA, US",38.7761216651,-78.4224783333,26,,Page,Virginia,Spotted Lanternfly,Lycorma delicatula
"Cave Spring, VA 24018, USA",37.2417313678,-80.0097460672,45,,Roanoke,Virginia,Spotted Lanternfly,Lycorma delicatula
"Fishersville, VA 22939, USA",38.08051837,-78.99090079,8,,Augusta,Virginia,Spotted Lanternfly,Lycorma delicatula
"Reston Town Center, Reston, VA, US",38.9594633353,-77.3615101156,5106,,Fairfax,Virginia,Spotted Lanternfly,Lycorma delicatula
"Leesburg, VA 20175, USA",39.06351489,-77.63552735,3,,Loudoun,Virginia,Spotted Lanternfly,Lycorma delicatula
"Amberly Rd, Rockingham, VA, US",38.4925883333,-78.8972866667,4,,Rockingham,Virginia,Spotted Lanternfly,Lycorma delicatula
"McGaheysville, VA, US",38.3371866667,-78.7651616667,200,,Rockingham,Virginia,Spotted Lanternfly,Lycorma delicatula
"Virginia, US",37.5260435187,-79.0573623678,,,Lynchburg,Virginia,Spotted Lanternfly,Lycorma delicatula
"Cinder Bed Rd, Lorton, VA, US",38.7305,-77.1857216667,4,,Fairfax,Virginia,Spotted Lanternfly,Lycorma delicatula
"Manassas Regional Airport, Manassas, VA, US",38.726975,-77.5131083333,4,,Manassas,Virginia,Spotted Lanternfly,Lycorma delicatula
"Prince William County, VA, USA",38.6073608557,-77.2767114419,222,,Prince William,Virginia,Spotted Lanternfly,Lycorma delicatula
"Training Center Rd, Front Royal, VA, US",38.8863716667,-78.1654278333,25,,Warren,Virginia,Spotted Lanternfly,Lycorma delicatula
"Dulles 28 Centre, Sterling, VA, US",39.0063398528,-77.438799829,23,,Loudoun,Virginia,Spotted Lanternfly,Lycorma delicatula
"Winchester Regional Airport, Winchester, VA, US",39.1422833333,-78.1462695,5,,Frederick,Virginia,Spotted Lanternfly,Lycorma delicatula
"Government Center Trail, Fairfax, VA, US",38.853375,-77.3558966667,33,,Fairfax,Virginia,Spotted Lanternfly,Lycorma delicatula
"Valley Burg Rd, Luray, VA, US",38.6267616667,-78.40203,7,,Page,Virginia,Spotted Lanternfly,Lycorma delicatula
"Fiery Run Rd, Linden, VA, US",38.8944743146,-78.0695572514,19,,Warren,Virginia,Spotted Lanternfly,Lycorma delicatula
"Appalachian Trail, Afton, VA, US",38.0077343574,-78.8763497305,4,,Nelson,Virginia,Spotted Lanternfly,Lycorma delicatula
"Poverty Hollow Ln, Markham, VA, US",38.9016216667,-77.9991216667,4,,Fauquier,Virginia,Spotted Lanternfly,Lycorma delicatula
"Cypress Pointe Dr, Charlottesville, VA, US",38.0801888333,-78.488555,7,,Albemarle,Virginia,Spotted Lanternfly,Lycorma delicatula
"Poverty Hollow Ln, Markham, VA, US",38.9012082344,-77.9980352944,848,,Fauquier,Virginia,Spotted Lanternfly,Lycorma delicatula
"Colonial Village, Arlington, VA, USA",38.8946194444,-77.0818888889,,,Arlington,Virginia,Spotted Lanternfly,Lycorma delicatula
Manassas,38.6394195557,-77.4523620605,82,,Prince William,Virginia,Spotted Lanternfly,Lycorma delicatula
Staunton,38.1340026855,-79.0466156006,35,,Staunton,Virginia,Spotted Lanternfly,Lycorma delicatula
"Prince William County, VA, USA",38.843957445,-77.6629807962,31,,Prince William,Virginia,Spotted Lanternfly,Lycorma delicatula
"James River State Park, Buckingham County, Virginia, USA",37.630754808,-78.8140146062,5,,Buckingham,Virginia,Spotted Lanternfly,Lycorma delicatula
"Gentle Hills Ln, Fishersville, VA, US",38.0737829758,-78.968319569,6,,Augusta,Virginia,Spotted Lanternfly,Lycorma delicatula
"N Frederick Pike, Winchester, VA, US",39.2101283426,-78.17775,20,,Frederick,Virginia,Spotted Lanternfly,Lycorma delicatula
"Ashcomb Ct, Centreville, VA, US",38.849525,-77.4285133333,4,,Fairfax,Virginia,Spotted Lanternfly,Lycorma delicatula
"Ashcomb Ct, Centreville, VA, US",38.849545,-77.42852,4,,Fairfax,Virginia,Spotted Lanternfly,Lycorma delicatula
"Foxtail Fields Dr, Aldie, VA, US",38.9382033333,-77.5909583333,4,,Loudoun,Virginia,Spotted Lanternfly,Lycorma delicatula
"Crozet, VA 22932, USA",38.2421983997,-78.6889024,,,Albemarle,Virginia,Spotted Lanternfly,Lycorma delicatula
"Sky Meadows State Park, Paris, VA, US",38.990442409,-77.945736727,4,,Fauquier,Virginia,Spotted Lanternfly,Lycorma delicatula
"Forest, VA, USA",37.3736222222,-79.2500138889,30,,Bedford,Virginia,Spotted Lanternfly,Lycorma delicatula
"Leesburg, VA 20175, USA",39.0691318,-77.54604654,8,,Loudoun,Virginia,Spotted Lanternfly,Lycorma delicatula
"Shenandoah National Park, Elkton, VA, US",38.4201616667,-78.48848,,,Rockingham,Virginia,Spotted Lanternfly,Lycorma delicatula
"Rappahannock County, Shenandoah National Park, Shenandoah, US-VA, US",38.7946077536,-78.1742803248,4,,Rappahannock,Virginia,Spotted Lanternfly,Lycorma delicatula
"Hillsboro, VA, US",39.2817466667,-77.7386783333,3,,Loudoun,Virginia,Spotted Lanternfly,Lycorma delicatula
"Lynchburg, VA 24501, USA",37.4043861111,-79.2321944444,,,Lynchburg,Virginia,Spotted Lanternfly,Lycorma delicatula
"Rosslyn, Arlington, VA, USA",38.8945192463,-77.0765788357,4,,Arlington,Virginia,Spotted Lanternfly,Lycorma delicatula
"Miller Heights Rd, Oakton, VA, US",38.874205,-77.3309466667,50,,Fairfax,Virginia,Spotted Lanternfly,Lycorma delicatula
"Patchwork Dr, Stephenson, VA, US",39.2200885875,-78.0896390735,5,,Frederick,Virginia,Spotted Lanternfly,Lycorma delicatula
Culpeper County,38.4914045902,-77.9738649353,38697,,Culpeper,Virginia,Spotted Lanternfly,Lycorma delicatula
"Madison Heights, VA 24572, USA",37.40700905,-79.12918072,5,,Amherst,Virginia,Spotted Lanternfly,Lycorma delicatula
"Madison Heights, VA 24572, USA",37.40637387,-79.12848715,7,,Amherst,Virginia,Spotted Lanternfly,Lycorma delicatula
"Madison Heights, VA 24572, USA",37.40362863,-79.12575424,5,,Amherst,Virginia,Spotted Lanternfly,Lycorma delicatula
"Amherst County, US-VA, US",37.40040069,-79.11472033,5,,Amherst,Virginia,Spotted Lanternfly,Lycorma delicatula
"Warrenton, VA, US",38.6973272499,-77.7133021532,819,,Fauquier,Virginia,Spotted Lanternfly,Lycorma delicatula
"Innisvale Dr, Fairfax Station, VA, US",38.802425,-77.3544216667,4,,Fairfax,Virginia,Spotted Lanternfly,Lycorma delicatula
"Madison Heights, VA 24572, USA",37.4070144,-79.12901263,4,,Amherst,Virginia,Spotted Lanternfly,Lycorma delicatula
"Shenandoah National Park, Front Royal, VA, US",38.8317966667,-78.1752166667,4,,Warren,Virginia,Spotted Lanternfly,Lycorma delicatula
"Reston, VA, USA",38.9505578484,-77.3397963887,31,,Fairfax,Virginia,Spotted Lanternfly,Lycorma delicatula
"McIntire Park Dr, Charlottesville, VA, US",38.046510741,-78.4778093864,14957,,Charlottesville City,Virginia,Spotted Lanternfly,Lycorma delicatula
"Shenandoah National Park, Stanardsville, VA, US",38.2845725678,-78.6586438772,3,,Greene,Virginia,Spotted Lanternfly,Lycorma delicatula
"Bluemont Ave, Alexandria, VA, US",38.8284123549,-77.0485586833,251,,Alexandria,Virginia,Spotted Lanternfly,Lycorma delicatula
"Virginia, US",38.5008436622,-77.7125551474,1525,,Fauquier,Virginia,Spotted Lanternfly,Lycorma delicatula
"Orange County Airport, Orange, VA, US",38.248775,-78.0479971667,9,,Orange,Virginia,Spotted Lanternfly,Lycorma delicatula
"Don Litten Pkwy, Bridgewater, VA, US",38.3750416667,-78.9524783333,4,,Rockingham,Virginia,Spotted Lanternfly,Lycorma delicatula
"Boltonia Dr, Manassas, VA, US",38.77187,-77.5470666667,5,,Prince William,Virginia,Spotted Lanternfly,Lycorma delicatula
"Herndon, VA 20191, USA",38.948475,-77.3569666667,,,Fairfax,Virginia,Spotted Lanternfly,Lycorma delicatula
"Shenandoah National Park, Sperryville, VA, US",38.5519796986,-78.3148023193,85,,Madison,Virginia,Spotted Lanternfly,Lycorma delicatula
"Chantilly High School, Fairfax, VA, US",38.8781807936,-77.4073301872,53,,Fairfax,Virginia,Spotted Lanternfly,Lycorma delicatula
"Vera Vista Path, Rockingham, VA, US",38.40467,-78.8385783333,4,,Rockingham,Virginia,Spotted Lanternfly,Lycorma delicatula
"Shenandoah National Park, Shenandoah, US-VA, US",38.4258352617,-78.4492679336,2,,Madison,Virginia,Spotted Lanternfly,Lycorma delicatula
"Gainesville, VA, USA",38.8080611111,-77.6262472222,,,Prince William,Virginia,Spotted Lanternfly,Lycorma delicatula
"Hickory Cluster, Reston, VA, US",38.9672520524,-77.3444639706,9,,Fairfax,Virginia,Spotted Lanternfly,Lycorma delicatula
"John Marshall Hwy, Linden, VA, US",38.91357,-78.1007,4,,Warren,Virginia,Spotted Lanternfly,Lycorma delicatula
"Leesburg, VA, USA",39.0886807997,-77.5255334997,,,Loudoun,Virginia,Spotted Lanternfly,Lycorma delicatula
"Harrisonburg County, US-VA, US",38.4374781206,-78.8847671373,47,,Harrisonburg,Virginia,Spotted Lanternfly,Lycorma delicatula
"University Recreation, Harrisonburg, VA, US",38.4309029579,-78.8665794103,32,,Harrisonburg,Virginia,Spotted Lanternfly,Lycorma delicatula
"Afton Cir, Afton, VA, US",38.0297666667,-78.8585883333,4,,Augusta,Virginia,Spotted Lanternfly,Lycorma delicatula
"McIntire Park Dr, Charlottesville, VA, US",38.0463945,-78.4779283333,19,,Charlottesville City,Virginia,Spotted Lanternfly,Lycorma delicatula
"Waynesboro, VA, US",38.0660889125,-78.8691429914,316,,Waynesboro,Virginia,Spotted Lanternfly,Lycorma delicatula
"Whisperwood Ln, Moneta, VA, US",37.131625,-79.6373283333,7,,Bedford,Virginia,Spotted Lanternfly,Lycorma delicatula
"University Recreation, Harrisonburg, VA, US",38.4286615486,-78.8644999825,19,,Harrisonburg,Virginia,Spotted Lanternfly,Lycorma delicatula
"Virginia, US",37.1636312703,-80.7763561788,256,,Pulaski,Virginia,Spotted Lanternfly,Lycorma delicatula
"Church Hill, VA 22903, USA",38.0669407562,-78.6532792076,1231,,Albemarle,Virginia,Spotted Lanternfly,Lycorma delicatula
"Blue Valley Way, Delaplane, VA, US",38.8920966667,-77.9014583333,35,,Fauquier,Virginia,Spotted Lanternfly,Lycorma delicatula
"Windy Hill Dr, Nokesville, VA, US",38.6743146782,-77.4974313105,4,,Prince William,Virginia,Spotted Lanternfly,Lycorma delicatula
"Windy Hill Dr, Nokesville, VA, US",38.674369336,-77.4974598905,4,,Prince William,Virginia,Spotted Lanternfly,Lycorma delicatula
"Afton Cir, Afton, VA, US",38.0297305,-78.85855,19,,Augusta,Virginia,Spotted Lanternfly,Lycorma delicatula
"George Washington & Jefferson National Forests, Bentonville, VA, US",38.93887,-78.3016966667,2740,,Warren,Virginia,Spotted Lanternfly,Lycorma delicatula
"Buchanon St. & 14th St. (Inbound), Lynchburg, VA 24501, USA",37.4028444444,-79.1520388889,,,Lynchburg,Virginia,Spotted Lanternfly,Lycorma delicatula
"Springfield, VA 22150, USA",38.7668395,-77.1817663,1100,,Fairfax,Virginia,Spotted Lanternfly,Lycorma delicatula
"Shenandoah National Park, Stanardsville, VA, US",38.284595,-78.6588916667,11,,Greene,Virginia,Spotted Lanternfly,Lycorma delicatula
"Liberty University, Lynchburg, VA, US",37.3376283981,-79.1798543372,8,,Campbell,Virginia,Spotted Lanternfly,Lycorma delicatula
"Virginia, US",38.1261725364,-78.2189786902,23,,Orange,Virginia,Spotted Lanternfly,Lycorma delicatula
"Woodbridge, VA 22191, USA",38.6278346,-77.2875312,29,,Prince William,Virginia,Spotted Lanternfly,Lycorma delicatula
"Wards Rd, Lynchburg, VA, US",37.3330402281,-79.1913098004,15,,Campbell,Virginia,Spotted Lanternfly,Lycorma delicatula
"Herndon, VA 20190, USA",38.9564294997,-77.3529647997,,,Fairfax,Virginia,Spotted Lanternfly,Lycorma delicatula
"400 Blandy Farm Ln, Boyce, VA 22620, USA",39.0637922,-78.0652661,168,,Clarke,Virginia,Spotted Lanternfly,Lycorma delicatula
"Butternut St, Manassas, VA, US",38.7641757425,-77.4971013312,261,,Manassas,Virginia,Spotted Lanternfly,Lycorma delicatula
"N 21st St, Purcellville, VA, US",39.139393502,-77.7179038246,8,,Loudoun,Virginia,Spotted Lanternfly,Lycorma delicatula
"Liberty University, Lynchburg, VA, US",37.3375136165,-79.1796971696,35,,Campbell,Virginia,Spotted Lanternfly,Lycorma delicatula
"Blue Oat Ct, Aldie, VA, US",38.9084966667,-77.5786883333,4,,Loudoun,Virginia,Spotted Lanternfly,Lycorma delicatula
"Albemarle County, US-VA, US",37.9617207755,-78.6583251134,5,,Albemarle,Virginia,Spotted Lanternfly,Lycorma delicatula
"Westfields Blvd, Centreville, VA, US",38.8680008054,-77.4471389317,4,,Fairfax,Virginia,Spotted Lanternfly,Lycorma delicatula
